S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S11,S12,S13,S14,S15,S16,S17,S18,S19,S20,S21,S22,S23,S24,S25,S26,S27,S28,S29,S30,S31,S32,S33,S34,S35,S36,S37,S38,S39,S40,S41,S42,S43,S44,S45,S46,S47,S48,S49,S50,S51,S52,S53,S54,S55,S56,S57,S58,S59,S60,Target
0.925888955,0.792375485,0.473895462,0.242828714,0.922104605,0.167129355,1.78773171,0.913297843,0.939353045,1.317339477,0.536382294,0.510155647,-0.345566661,1.0249435,0.880208881,1.232166403,1.071394702,0.570418964,1.294641762,0.054129585,-0.073276441,0.553103799,0.91045721,0.940557087,0.785252705,0.483530406,-0.086201276,1.546982978,1.154507802,0.195392421,1.433650916,1.118024228,0.172385198,0.525928814,-0.003053348,-0.413222239,1.4969014,0.193474445,-1.342299933,-0.40390267,0.198626273,-0.057760887,-0.891534342,1.184704741,-0.100914685,1.207466721,1.212421964,0.289628923,0.497129964,0.63581186,0.181253866,0.273800967,0.389148537,0.282563045,0.931545896,0.678943413,0.636181065,0.779019969,0.44337267,0.254949605,0
0.949223153,0.729406086,0.48640322,0.33007051,0.784856266,0.172585263,1.73546736,0.795420941,0.889319199,1.431828713,0.522193836,0.509786697,-0.166502096,0.803638208,0.830066554,1.25552024,0.982518354,0.595107818,1.474667554,0.144803362,0.050181315,0.487234607,0.781834095,0.890765404,0.866470267,0.414497144,0.000563948,1.428856524,1.034952006,0.199440466,1.406459515,1.012148369,0.259973777,0.577416944,-0.071060274,-0.36848592,1.529105035,0.020843556,-1.243581728,-0.355624273,0.162800778,-0.009796441,-0.832157683,1.060183064,0.09633593,1.213965973,1.138238264,0.333601124,0.613942818,0.525976388,0.205094974,0.175507125,0.279233115,0.408946218,0.797797096,0.499012253,0.542139844,0.747003028,0.326120461,0.32288764,0
1.01077611,0.606028377,0.426852551,0.385548322,0.708660317,0.25276011,1.672418662,0.750687735,1.000465692,1.539578377,0.449967012,0.541219482,-0.050738001,0.58371243,0.786105415,1.328804396,0.911228341,0.657522777,1.683704111,0.209087819,0.248170618,0.429167476,0.68548079,0.952928361,0.891256,0.321563063,0.114375947,1.383486164,0.95448386,0.20963306,1.380794179,0.864118345,0.339536381,0.585705112,-0.21228303,-0.411107027,1.422552329,-0.059326272,-1.13552499,-0.325188592,0.044654023,-0.090533227,-0.771541104,0.976420337,0.196540345,1.290096593,1.115339703,0.417495285,0.511713622,0.484464711,0.340540076,0.115684715,0.113640284,0.357410569,0.896471415,0.428407418,0.498729058,0.80523914,0.347228728,0.406652013,0
0.994972096,0.444198039,0.441069355,0.389706297,0.584565818,0.20932391,1.695148529,0.647263338,0.962372641,1.470103273,0.461995647,0.500920351,-0.009537745,0.512553346,0.612228497,1.366433736,0.832333505,0.752841531,1.929895213,0.139789227,0.111136369,0.47343716,0.574294988,0.9191346,1.000562229,0.23843276,0.11829395,1.437728204,0.866883435,0.204708267,1.29922069,0.717303435,0.321524699,0.495131542,-0.297861503,-0.363430284,1.283940335,-0.035113766,-1.025505323,-0.273252469,0.021673198,-0.172079625,-0.509964479,0.733350179,0.354829182,1.516878957,1.238066867,0.595298962,0.531874813,0.510459766,0.584897047,0.135124968,0.043195988,0.247547279,0.889852695,0.218869878,0.36189079,0.807395085,0.2767139,0.360847073,0
1.142322959,0.623331713,0.531006632,0.705109125,0.88423958,0.50446527,1.893968499,0.89329836,1.024204155,1.654818606,0.739150416,0.723487809,0.116145605,0.774275345,0.705635493,1.686574427,1.147225679,1.026507181,1.999718983,0.375113511,0.079739569,0.574611092,0.660603214,0.979896902,0.864306099,0.267311106,0.052841706,1.636169923,0.98313004,0.316149572,1.356467998,0.742105475,0.328008621,0.578058995,-0.15719594,-0.204236164,1.471418962,-0.064267954,-1.065876382,-0.189924882,0.172135245,-0.030889823,-0.409696291,0.861108384,0.384080652,1.60615803,1.296487902,0.522438111,0.66432873,0.747836284,0.617738642,0.290604058,0.22865645,0.32897415,0.924801669,0.229083201,0.3177961,0.870904934,0.358998561,0.444111826,0
1.408667795,0.745845113,0.666753246,1.015439996,1.180090431,0.793526399,1.931355518,1.156308422,1.097000081,1.887431931,0.997344453,0.949414569,0.324536367,1.007883963,0.87857395,1.813256796,1.40173404,1.19281137,2.11098835,0.654392581,0.306929624,0.728777991,0.808123187,1.099744036,0.79774116,0.268079489,0.153855623,1.845713881,1.154748553,0.415487395,1.360564624,0.827766654,0.331182949,0.645719713,-0.034279149,-0.093017725,1.47321415,-0.014250633,-1.150522591,-0.137872603,0.290439997,0.104132615,-0.371652151,0.94426272,0.533155912,1.479720978,1.264630273,0.409458709,0.882941234,0.953506957,0.737783708,0.509528039,0.374749935,0.458707809,0.977126255,0.298609686,0.302790765,1.01386727,0.608409568,0.6750182,0
1.482199626,0.811319335,0.715888115,1.313340071,1.403541639,0.98910262,1.907899671,1.275620657,1.155322801,2.006720207,1.238706223,1.101849041,0.342415226,1.008808514,0.718896951,1.978590311,1.610947032,1.380236846,2.245714768,0.912677181,0.208487244,0.758017262,1.006663504,1.184501861,0.893317948,0.383331135,0.087716908,1.895905262,1.33682915,0.481859127,1.286916281,0.773096175,0.313096309,0.667948159,0.173383923,0.111274824,1.462166483,0.021260963,-1.200349852,-0.171009754,0.413399441,0.067955702,-0.326145628,1.027596548,0.516381579,1.348833053,1.138482467,0.332823084,0.968329841,1.175796945,0.877087015,0.648041385,0.639258133,0.651543425,1.156532865,0.376448095,0.252121881,1.151462233,0.863435375,0.919473292,0
1.77674283,0.906668985,0.841160111,1.66822427,1.676214653,1.299950805,2.203334982,1.48794416,1.473012737,2.075781602,1.431243812,1.311375266,0.455964371,1.221109353,0.853468038,2.289584443,1.906516967,1.659890061,2.175085548,1.047904517,0.429269982,1.073014327,1.20994089,1.360558722,1.115831326,0.595638745,0.243719544,2.110006419,1.531528095,0.623740289,1.473129444,0.837739175,0.323316141,0.897367554,0.326375932,0.185480457,1.660325875,0.129909629,-1.132089542,-0.028897722,0.522506714,0.059431983,-0.17589873,1.075033328,0.559900873,1.414952707,1.235834668,0.403298865,1.179384311,1.531091054,1.112850349,0.96144467,0.837803975,0.766404422,1.368606994,0.568422945,0.43823359,1.41691735,1.142381853,1.192851874,0
2.055811323,1.028298805,0.921103472,1.978133095,2.000504505,1.554072942,2.433300779,1.696742628,1.732930053,2.257237802,1.658239495,1.586507439,0.566552728,1.465319033,1.068511882,2.441149518,2.062993956,1.900469997,2.152001678,1.055967363,0.433857878,1.307512801,1.417868984,1.496007175,1.276922551,0.756555319,0.392293243,2.371529403,1.736922743,0.904723149,1.646022127,0.879639168,0.311894591,1.095954469,0.508826749,0.305069704,1.901023053,0.245596497,-1.172962196,0.058434731,0.663979692,0.170802601,-0.097173758,1.127450421,0.53015319,1.57657124,1.36061278,0.699099498,1.430806965,1.753589933,1.277480976,1.368258845,1.070456558,0.841561503,1.705935427,0.769242767,0.693386877,1.73924531,1.427244867,1.529024487,0
2.145208018,1.056994884,0.933727673,2.285064395,2.272230995,1.827728478,2.626494278,1.83693147,1.938166124,2.414442114,1.881083634,1.787895147,0.640669103,1.607053137,1.283757796,2.714276111,2.310192844,2.10982958,2.081812982,1.106975197,0.622994528,1.495072135,1.656994652,1.674339888,1.438601652,0.988440791,0.498038916,2.49517586,1.93478822,1.030493912,1.850027497,0.932926068,0.298189132,1.244061663,0.709639531,0.369287847,2.075596245,0.274019825,-1.252040221,0.171658055,0.772914499,0.227265848,-0.113754466,1.256460932,0.57641585,1.750385321,1.549366448,0.745285746,1.636160529,2.000449794,1.367810989,1.640659453,1.355813229,0.959220198,1.943980893,0.987731785,0.795955292,2.129270137,1.779711162,1.897320294,0
2.176075904,1.021016734,0.921044591,2.17850219,2.210033191,1.737108295,2.510679478,1.780819298,1.87402085,2.369331198,1.809111814,1.726079322,0.658048379,1.569861885,1.229550841,2.679123335,2.19841201,2.036086844,1.980719998,1.037571497,0.600982453,1.369712467,1.526559768,1.563457906,1.417823529,0.895614949,0.422625481,2.496562091,1.808308618,0.975618391,1.752023291,0.876543608,0.291508008,1.181050061,0.707612586,0.512368184,2.086574364,0.218451067,-1.125620092,0.157146741,0.736559827,0.248073006,-0.05031464,1.240312636,0.48778403,1.814704837,1.433664791,0.660688142,1.622198784,1.922930476,1.356870572,1.548358512,1.301221285,1.018374823,1.89732439,0.887009867,0.752153606,1.999865758,1.628073842,1.770054738,0
2.107250835,1.006577437,0.934874492,2.13218229,2.134630169,1.662208822,2.391880572,1.678044997,1.748821551,2.269799151,1.756977581,1.649512647,0.710899572,1.520095459,1.21021936,2.56892536,2.115138862,1.933734345,1.952611775,0.996435278,0.574815002,1.35838269,1.353705186,1.423490655,1.331801634,0.865499655,0.505966911,2.341085142,1.655345908,1.028403464,1.691400584,0.822834207,0.19110302,1.205212968,0.6859702,0.496294619,1.931272586,0.186152697,-1.057800265,0.065854697,0.673267922,0.182581959,-0.021049051,1.188139199,0.498262909,1.697077774,1.359223807,0.708180303,1.575650144,1.856374017,1.335979195,1.539144564,1.240181561,0.962830578,1.795919113,0.829097683,0.699874614,1.883818014,1.523514797,1.646461753,0
