S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S11,S12,S13,S14,S15,S16,S17,S18,S19,S20,S21,S22,S23,S24,S25,S26,S27,S28,S29,S30,S31,S32,S33,S34,S35,S36,S37,S38,S39,S40,S41,S42,S43,S44,S45,S46,S47,S48,S49,S50,S51,S52,S53,S54,S55,S56,S57,S58,S59,S60,Target
-0.19196429,0.58035714,-0.14732143,5.3076923,-0.45512821,1.7179487,3.4866071,-1.6071429,-1.4910714,2.8601399,-2.2552448,-1.2342657,4.8590909,-0.75681818,-1.2090909,3.0888889,0.66349206,-0.23492063,3.3222506,-0.83120205,-1.3478261,0.5,-1.078125,-1.46875,4.280303,-3.3181818,-1.6136364,5.7435897,0.62820513,-0.42307692,3.95,0.13,0.42,2.3958333,-1.1875,-2.6875,2.6545455,-1.3909091,-2.7090909,3.6013072,-1.2745098,-1.5228758,3.1029412,0.29901961,0.34313725,0.88461538,-0.55384615,0.96153846,0.83482143,-0.41517857,-1.6205357,3.7397959,-0.59183673,-1.1428571,4.1140351,-0.13157895,-0.84649123,3.890625,-0.9609375,-1.03125,0
3.464876,-0.29132231,-1.3429752,3.7133333,0.79333333,0.013333333,1.8823529,-1.5201238,-2.0371517,3.7521368,-1.5042735,-0.8005698,5.1070234,-0.013377926,0.13043478,3.9473684,-1.3362573,-0.16374269,5.9761905,-0.45714286,-0.44285714,3.6095238,0.53333333,-0.72857143,3.8229665,-0.33014354,-0.34449761,2.2407407,-0.95185185,0.011111111,4.037037,-0.54320988,0.75308642,3.9047619,-1.3571429,-3.8333333,5.5,-2.5454545,1.5545455,3.296875,-2.5625,-3.3125,0.72222222,-0.58333333,-1.0185185,2.2548077,-0.43269231,-1.7403846,2.2024291,0.70040486,-0.57894737,3.3583333,0.40833333,-2.1583333,5,0.56643357,0.67832168,3.5,-0.63333333,-0.54166667,0
0.98148148,3.6666667,0.54814815,5.0397727,1.1022727,-0.25,6.2666667,-0.036363636,-0.2969697,6.0089286,-0.59375,-0.46428571,4.5092593,-0.36111111,0.36111111,7.0491071,0.15625,0.79910714,4.3768116,-0.049275362,1.5855072,2.9607843,0.72222222,0.21568627,3.3993056,-0.83333333,-1.3715278,4.3993506,-0.22077922,0.91233766,7.6964286,1.46875,0.004464286,5.5166667,0.375,2.3916667,5.877551,-0.99489796,-0.8877551,5.3846154,1.1230769,1.1615385,4.7788462,1.625,1.5528846,4.162963,-0.34814815,0.014814815,4.5989011,1.4230769,0.76923077,3.5931373,-0.073529412,-0.97058824,2.7991071,-0.18303571,1.7142857,3.5520833,-0.51041667,3.25,0
1.1695906,1.5994152,0.9122807,6.1190476,2.6428571,0.62380952,4.8491228,-0.96491228,-0.40701754,5.0854701,-0.021367521,1.6495726,5.9494048,0.053571429,2.3809524,6.1571429,2.55,3.4321429,5.8345588,0.69852941,0.97058824,5.2205128,-0.77435897,1.4205128,4.3125,-1.5432692,-1.8894231,9.2307692,2.0532544,3.2721893,6.2897727,0.005681818,-1.6363636,2.7662338,0.49350649,1.3896104,4.4074074,-1.8765432,-2.5555556,4.5952381,-0.75595238,0.48809524,3.7009804,-0.73529412,1.0490196,3.5,-0.55844156,0.27272727,3.5944444,-0.85,0.73333333,5.1111111,-0.11111111,-2.0138889,3.1222222,0.86666667,1.8444444,4.0779221,3.025974,3.1753247,0
4.4529412,2.9911765,2.8411765,2.984127,0.70634921,1.1984127,2.9,-0.40769231,0.78846154,4.021978,-0.60164835,0.087912088,6.8181818,1.1623377,0.55194805,6.5294118,0.55882353,0.80882353,6.8311404,1.747807,0.64473684,5.8506494,0.67532468,-3.6168831,7.0074074,0.57037037,3.3037037,5.677193,0.059649123,1.6245614,5.2666667,-0.093333333,-0.14666667,2.627451,-0.17156863,1.2843137,0.12169312,-1.8941799,-4.984127,4.0793651,-2.031746,0.23809524,3.5104167,-1.1354167,-3.125,5.1875,-1.6041667,2.3263889,2.4912281,0.29473684,0.90877193,6.9326923,0.33173077,-0.28846154,6.8144796,0.71493213,2.040724,3.7380952,-0.8015873,-0.6468254,0
0.88181818,0.84848485,1.1424242,1.1818182,0.86013986,0.60839161,0.375,0.37962963,-0.25,1.4700855,-0.22222222,2.4444444,0.32539683,0.23809524,0.63492063,1.4242424,0.65909091,0.25,1.7159091,0.25,-0.36363636,1.6180556,-0.53472222,0.125,1.1166667,0.033333333,-0.13333333,3.2470588,-0.27843137,1.6627451,-0.64423077,-0.019230769,0.057692308,0.09569378,-0.086124402,1.3684211,4.7190083,-0.61157025,-0.81818182,-1.3823529,-2.5705882,-4.3176471,-0.72727273,0.58181818,1.6272727,-1.7142857,-0.95454545,-0.48051948,-0.58421053,0.28421053,0.80526316,1.012987,0.22727273,-0.064935065,-0.77604167,-0.21354167,-2.0677083,-3.3333333,-5.7857143,-5.2857143,0
-0.5828877,2.1390374,-0.86631016,0.74025974,0.40909091,1.0779221,-0.88095238,1.0833333,-0.35119048,-1.2424242,0.52272727,1.8030303,-0.015151515,0.050505051,0.50505051,-0.36410256,0.22051282,1.7384615,1.0857143,0.43928571,0.007142857,-0.97619048,2.2738095,2.9404762,1.6180556,-0.60416667,-0.34722222,-0.042735043,-1.9188034,-1.8418803,1.0666667,-0.27619048,0.70952381,-1.6416667,0.49166667,-1.8833333,0.22105263,0.10526316,1.2105263,0.70769231,0.061538462,2.2358974,0.43786982,-0.62721893,0.26627219,0.91496599,-0.010204082,0.40136054,0.19444444,0.81018519,-0.10648148,-1.0457516,0.76797386,-0.73202614,0.31410256,0.17948718,-0.69230769,-0.17391304,-0.27329193,-2.826087,0
3.3382353,0.79705882,0.37352941,1.8011696,0.25146199,0.92982456,0.45238095,1.0119048,1.5833333,0.87681159,-0.45289855,0.52536232,-0.57843137,-0.34803922,-2.2352941,0.82986111,-0.23958333,0.48611111,0.81111111,0.41666667,0.35,0.98958333,0.9375,0.88541667,1.4920635,-0.19047619,-1.4365079,0.83333333,0.31349206,-0.99206349,0.36094675,-0.18934911,-0.18343195,-0.67788462,-0.10096154,2.1442308,1.125,-0.25,0.375,-2.0526316,-1.3869969,-3.2848297,1.3671875,-2.46875,-0.5703125,0.32444444,0.11555556,-0.026666667,0.71851852,0.44074074,0.92222222,1.3148148,-0.62037037,-0.32407407,0.97916667,1.0535714,-0.13095238,1.2139037,0.5026738,1.5187166,0
1.6616541,-0.95864662,-1.0789474,-0.054945055,-0.17582418,-1.2692308,1.0528846,0.17307692,0.10096154,-0.21022727,1.7784091,-0.77272727,0.62777778,-0.28333333,-0.53333333,-0.62019231,1.4134615,-2.1009615,1.6269231,-1.1461538,-1.4346154,-0.67521368,0.59401709,-0.5042735,0.79487179,1.2264957,-1.0213675,-0.77142857,-0.94285714,-2.5428571,-0.39453125,0.4140625,-0.2890625,0.92712551,-0.36437247,-0.8582996,4.280543,-0.47511312,-1.2624434,0.16666667,0.22380952,0.1,0.97744361,-1.3270677,-0.72556391,2.0197368,-0.90131579,0.52631579,-1.0385965,1.2385965,-2.5017544,-0.12252964,-0.12648221,-0.43478261,1.042328,-0.55555556,-1.4232804,-2.1014493,-1.4541063,-5,0
2.8884615,-1.4384615,-0.007692308,-0.6013986,1.3566434,0.6993007,-0.26696833,0.090497738,-3.1493213,-0.7625,0.5125,-0.40416667,0.16666667,0.47058824,-0.57352941,-0.77777778,-0.05,-2.7611111,-0.7991453,-0.1025641,-0.33760684,0.93522267,0.88663968,0.71659919,1.9403509,0.7122807,-0.44210526,0.48412698,0.52910053,-0.34920635,-1.3272059,0.26470588,-0.62867647,-1.8602941,0.93382353,-2.5073529,-0.53645833,-0.026041667,0.21875,1.7555556,0.4962963,1.9259259,-0.79375,0.49375,0.20625,-1.8054299,0.7918552,-0.90950226,0.48863636,-0.068181818,-0.33181818,-0.45849802,-0.30039526,-0.55335968,0.58608059,-0.12820513,-2.5128205,-0.88142292,-0.15810277,-1.7628458,0
1.1842105,-1.1052632,-2.2807018,0.54824561,0.23245614,-2.1096491,0.28846154,0.10576923,-1.3125,-0.25641026,0.89230769,-1.4615385,-1.2041667,-0.72916667,-0.19583333,1.7466063,0.07239819,-1.3438914,0.54135338,1.5839599,0.21052632,0.95555556,0.54074074,-1.7296296,-0.41538462,0.75897436,-0.11282051,0.73529412,-0.14460784,-1.6470588,-1.6072874,-0.17004049,-0.94331984,-3.0087719,0.61403509,-2.3464912,-4.34375,0.40625,-1.125,0.09047619,-0.36666667,-1.7904762,1.6234818,-0.88259109,-0.51012146,0.025396825,0.041269841,-1.4539683,0.6875,-0.57407407,-2.6018519,-0.90283401,0.42105263,-2.8502024,1.3545455,-0.49090909,-1.2227273,-0.89256198,0.11983471,-2.4256198,0
0.27067669,0.86842105,0.23308271,1.5164835,0.28021978,-1.6978022,-0.052884615,0.125,-1.2836538,-1.0909091,0.53409091,-1.3522727,0.57777778,0.64444444,-0.50555556,-1.0625,0.21634615,-0.22115385,0.5,-0.14230769,-1.7615385,1.525641,0.47435897,1.1111111,0.017094017,-0.19230769,-2.4145299,0.73214286,-0.26428571,0.057142857,-0.46875,0.3125,-0.60546875,-0.32388664,0.63157895,-0.14979757,-0.16742081,0.10859729,2.7782805,1.7666667,0.65238095,2.8761905,-1.4360902,2,0.4924812,0.72697368,-0.016447368,0.42434211,-0.83508772,0.98245614,-0.01754386,0.49802372,0.48221344,-0.33992095,-1.1058201,-0.16402116,-1.7566138,0.25120773,-0.27536232,-0.53623188,0
-1.5153846,1.2192308,-0.62692308,0.097902098,0.013986014,-1.4755245,0.40271493,0.45248869,0.2760181,-0.72083333,0.50833333,-0.2375,-1.6813725,0.79411765,-0.59313725,-0.30555556,0.14444444,-1.3222222,-0.081196581,0.39316239,-0.24358974,2.3603239,0.98785425,0.28744939,0.34385965,0.035087719,-0.22807018,-0.4021164,1.2222222,0.15608466,0.56985294,-0.28676471,0.125,-0.022058824,0.51470588,-0.44852941,-2.0208333,-0.21354167,-0.94270833,0.59259259,0.32592593,0.61481481,0.99375,0.55,0.01875,2.2443439,0.018099548,0.87330317,1.3863636,0.19545455,-0.034090909,1.1225296,1.0237154,-0.2173913,0.62271062,0.11721612,-0.48351648,0.39920949,-0.83003953,-2.3715415,0
0.70614035,-0.5745614,-0.85526316,0.60964912,0.4122807,-1.4298246,-0.40384615,0.32211538,-1.4182692,1.4717949,0.21025641,0.13333333,-1.1291667,0.56666667,-0.5125,-0.239819,0.90045249,-1.1447964,0.70426065,0.65162907,-0.53383459,1.737037,0.8962963,0.36296296,1.2717949,-0.4,0.25641026,0.25,0.54411765,-1.0588235,-1.1781377,0.29554656,-0.58299595,0.73684211,-0.19736842,-2.3333333,-0.11875,1.3125,-2.1,-0.20952381,0.29047619,-1.6809524,1.6963563,-0.38866397,-0.79757085,0.35873016,0.38095238,-0.16825397,0.70138889,0.52777778,0.16435185,0.87854251,1.2105263,-0.17004049,1.0227273,-0.33181818,-0.55454545,0.62396694,0.65289256,0.7107438,0
4.2146739,6.125,4.8777174,4.2171053,5.1743421,5.2368421,2.7555556,1.9722222,2.8666667,2.3021978,3.1813187,0.86813187,0.609375,3.6640625,3.6757812,1.0121212,4.969697,3.8606061,2.2716667,3.4466667,3.2,-0.35714286,4.8516484,2.3846154,1.8791667,2.325,3.1208333,1.062201,2.4258373,4.2057416,0.75147929,2.2840237,3.7337278,1.0634921,2.8095238,3.2539683,0.93076923,2.2384615,-0.39230769,3.3240741,3.9814815,4.3425926,3.0396825,3.0238095,0.44444444,1.0729167,3.1979167,3.1979167,-0.84920635,2.952381,0.6031746,0.81212121,2.4060606,3.2606061,0.55,2.7944444,3.1944444,-0.80701754,3.2397661,0.73099415,0
3.7647059,3.2192513,6.0053476,1.2272727,3.5454545,4.8030303,0.72767857,3.6964286,3.5089286,3.2034632,3.3030303,4.0411255,2.4856459,4.7703349,4.8253589,1.4393939,4.0075758,5.0757576,1.6608997,4.4913495,2.4775087,2.0851852,3.4222222,4.5962963,1.7952381,3.2095238,2.3142857,1.5845588,4.3933824,3.2794118,1.5955882,2.6323529,2.0612745,-1.5583333,4.325,2.3916667,1.5428571,3.152381,3.047619,-0.42346939,4.0255102,3.9081633,0.13636364,2.7784091,-0.090909091,0.89583333,1.4791667,6.7013889,-0.31746032,2.7380952,3.3809524,1.1984127,3.5396825,1.968254,0.97435897,3.5705128,2.9423077,2.0157895,2.5210526,1.5842105,0
-0.65811966,3.3019943,3.1908832,2.6126984,4.1015873,5.0349206,1.0972222,2.125,2.0972222,1.0604396,3.0659341,2.4258242,1.4539683,2.5015873,3.8793651,0.90526316,4.3614035,3.954386,1.3958333,3.6458333,3.2875,3.3784722,3.6388889,1.8229167,2.5384615,3.4519231,5.2451923,2.8388889,4.1777778,4.35,1.3786982,3.2307692,3.6568047,3.1764706,1.9159664,3.9747899,2.0574163,1.2105263,2.8421053,-1.057971,2.8309179,-1.7246377,-0.076923077,3.0559441,2.2797203,2.4666667,2.675,4.1041667,-1.197479,3.6176471,1.987395,2.2555556,3.6666667,4.0055556,2.27,3.7066667,2.19,2.1722222,4.6666667,3.0055556,0
3.3333333,2.1818182,3.6,5.8816568,1.1420118,6.3491124,5.4817708,0.53125,2.1145833,4.8680556,-1.3611111,2.7083333,5.3348416,-0.70588235,4.5067873,8.7782805,0.91402715,2.8597285,5.5673913,0.45217391,2.6543478,5.6666667,0.61111111,4.3388889,5.9222222,-1.3037037,2.3555556,5.1698718,0.27564103,3.4519231,6.5913043,0.20289855,2.8811594,2.951049,-0.20979021,4.8531469,8.5064935,-1.3116883,5.012987,5.5974026,0.34415584,3.5649351,1.8630952,0.79761905,2.5952381,4.3030303,-0.90151515,3.0757576,4.1333333,0.091666667,5.6083333,4.3373016,0.79761905,2.7619048,6.6319444,0.33333333,2.6319444,2.9375,-2.5096154,1.9326923,0
7.0441176,1.9558824,5.0073529,6.375,1.1730769,6.6394231,3.0923077,-0.24102564,4.9897436,6.8418803,0.13675214,5.6068376,5.4375,1.4125,4.95625,3.8809524,-0.1031746,2.968254,5.1213235,0.044117647,3.1838235,3.8827839,-0.34432234,2.6190476,7.508547,0.004273504,5.7478632,6.33,-0.43333333,2.98,5.8901099,-0.065934066,1.7417582,5.2252747,-0.63736264,4.7417582,4.8205128,-1.4294872,2.4615385,4.7569444,-0.94444444,2.125,4.4322344,-1.2710623,2.7069597,6.425,0.44807692,1.7038462,1.8888889,0.25,3.8559028,4.4196429,0.58928571,1.5178571,5.9254902,0.1372549,3.5960784,4.8153846,0.10769231,5.3794872,0
2.9081633,1.8877551,3.6836735,4.4217507,0.061007958,4.5198939,1.569161,-1.4875283,4.5759637,6.5833333,0.016666667,4.002381,3.2301587,-1.3293651,3.8809524,6.1136364,0.5,2.7272727,5.2344498,-0.16267943,2.9425837,4.5294118,0.60504202,2.9453782,5.1557093,-0.62283737,4.0899654,7.5192308,0.46394231,4.1682692,4.9133127,-0.45820433,1.8173375,3.6090909,-0.20909091,2.9545455,2.875,-0.73333333,2.7916667,4.4855769,-1.6201923,2.7259615,4.6025641,0.63461538,3.6089744,4.8894231,-0.28365385,3.4423077,2.8857143,0.95714286,5.4,4.1238095,-0.7047619,2.9047619,4.2692308,-0.23626374,2.9505495,2.2964286,-1.6357143,1.1357143,0
2.048951,1.5384615,-1.1118881,2.6875,0.88888889,-1.2916667,0.41111111,0.45555556,-2.6592593,1.0333333,1.2666667,-4.3777778,-0.67777778,1.0481481,0.97777778,0.95959596,0.88888889,0.21212121,1.6601562,0.76953125,-2.71875,0.6625387,0.22910217,-3.7616099,2.0219298,2.1008772,-0.81578947,-0.95833333,0.70238095,-3.2619048,0.8961039,0.006493507,-4.4935065,2.7555556,0.34444444,-1.9888889,2.1407407,-0.37777778,-4.3777778,-0.90873016,0.63492063,-3.7777778,1.4539474,1.2039474,-1.5657895,1.7757576,1.8909091,-0.24242424,2.183432,1.9171598,-0.75147929,1.8785714,1.4464286,-1.3607143,0.51851852,-0.61419753,-3.6666667,0.89814815,-0.90740741,-1.8055556,0
2.3,2.2,-0.022222222,3.0793651,1.3571429,-0.031746032,0.56410256,0.65934066,-3.6007326,-0.55709343,0.2283737,-2.2076125,0.67083333,0.025,-3.3895833,0.9197995,1.0075188,-3.3258145,-1.0484848,0.63333333,-4.0181818,2.0865385,0.68269231,-1.6730769,2.3305785,0.33057851,-0.7768595,1.4114286,1.2428571,-1.24,0.17948718,0.3974359,-3.4871795,0.8125,0.625,-4.578125,-1.7040816,0.18367347,-5.4591837,-2.0168067,0.24369748,-2.4495798,2.957265,2.2649573,-0.86752137,1.6239316,1.0470085,-0.008547009,0.19607843,-0.078431373,-2.1058824,0.064935065,-0.19155844,-1.8116883,0.79090909,-0.095454545,-3.5,0.17058824,0.36470588,0.070588235,0
2.2410714,1.4583333,-1.2053571,0.56084656,1.1402116,-2.1058201,0.34444444,0.53333333,-2.4888889,1.1730769,0.56837607,-2.1089744,1.3349876,0.82258065,-2.2704715,1.46875,0.70833333,-0.63194444,1.2184874,1.3277311,-2.6442577,-0.5,0.095588235,-2.0661765,0.49350649,0.49350649,-1.4372294,0.23529412,1.6421569,-1.7745098,-0.76875,0.2875,-3.771875,0.625,-0.0390625,-0.5234375,0.68333333,0.35,-2.5166667,0.83478261,0.42608696,-1.057971,2.7846154,0.56923077,-0.25128205,2.2184874,0.033613445,-0.75210084,2.2083333,-0.22222222,-1.9166667,2.2459893,1.0374332,-0.67647059,1.25,0.75416667,-3.0875,0.32592593,1.3111111,-1.1592593,0
-0.75384615,1.6076923,1.4692308,1.672619,0.44642857,-0.51785714,0.66666667,1.6752137,-0.27350427,1.918552,-0.29864253,-1.6199095,0.61842105,1.5877193,-0.21052632,-0.46938776,0.83163265,1.0255102,-1.4722222,0.83333333,1.3333333,3.4714286,1.6571429,1.8714286,-0.81818182,-1.5545455,1.3363636,0.44444444,0.65277778,0.67361111,3.6285714,1.0142857,-0.44285714,1.3214286,0.095238095,1.5238095,-0.86713287,1.4545455,-1.006993,1.3193277,0.32773109,-1.6890756,-0.2991453,0.7008547,-0.83760684,0.5959596,0.89393939,1.5,2.1179487,0.52307692,-2.3179487,2.0078125,0.5546875,0.9609375,1.7987013,0.35064935,1.025974,-0.66049383,0.83333333,1.1666667,0
-0.13333333,1.7787879,0.087878788,1.5352941,1.6647059,1.7882353,-1.2377622,1.2167832,-1.6433566,1.8397436,-0.6025641,-3.6153846,1.1990741,1.2962963,0.56018519,-0.33984375,0,-1.0820312,0.38333333,0.93333333,-0.2,-0.44871795,0.44230769,1.0320513,-0.23931624,0.30769231,-0.81196581,1.5858824,0.058823529,-0.31058824,1.16875,0.85,-0.68125,1.9019608,-0.034313725,-1.1666667,1.0545455,-0.83636364,-0.32727273,-0.1375,0.8625,0.66666667,-2.6349206,2.8888889,-0.079365079,0.77352941,0.75588235,0.34705882,-0.25625,0.259375,0.603125,0.32857143,0.67142857,1.2357143,2.2654321,-0.22222222,0.91975309,1.6136364,1.2727273,1.3484848,0
1.25,1.4438776,-0.9744898,0.038888889,-0.077777778,0.25555556,0.28947368,0.80263158,2.245614,-0.54642857,-0.225,-0.017857143,1.3235294,0.61344538,0.96218487,0.094736842,0.62368421,0.17631579,1.4210526,-0.052631579,-0.7,4.3057851,0.48760331,1.6363636,0.46103896,0.93506494,-2.1103896,0.14957265,1.2692308,2.2435897,1.88,0.53333333,-0.50666667,0.6,0.87083333,2.0583333,1.3407407,0.20740741,1.1703704,0.81666667,0.79166667,2.9291667,0.54807692,1.1875,0.69230769,2.6736111,0.64236111,3.0173611,0.027472527,0.42307692,0.94505495,1.4059829,0.65811966,-0.32051282,-0.15,0.575,1.4083333,0.19375,0.0375,-0.01875,0
-1.0714286,-0.21428571,-3.0263158,0.52747253,-3.8131868,-1.8956044,0.63942308,-2.6586538,-1.7548077,-1.0340909,-3.4261364,-3.8125,0.85555556,-2.2833333,-2.5166667,0.62019231,-3.7692308,-2.7644231,0.11923077,-2.9192308,-3.5615385,0.62820513,-2.8418803,-2.4188034,-1.9059829,-5.1581197,-4.3162393,-0.057142857,-4.4571429,-3.9535714,0.45703125,-1.8945312,-2.9492188,0.64777328,-3.4412955,-2.9352227,1.1040724,-4.3846154,-2.638009,-0.004761905,-3.5809524,-5.7714286,-0.55263158,-2.037594,-2.3609023,0.63486842,-3.3421053,-2.0756579,-0.49122807,-2.8631579,0.059649123,0.87747036,-3.6837945,-2.6403162,2.042328,-3.4232804,-3.5238095,-1.5555556,-5.8792271,-4.7246377,0
-2.6653846,-1.8538462,-1.2153846,-1.1258741,-3.5314685,-4.048951,0.24434389,-2.8235294,-3.4751131,1.5958333,-3.1083333,-2.8375,1.0392157,-2.8627451,-2.0343137,-1.5722222,-2.9388889,-4.6222222,1.2735043,-3.1752137,-2.2222222,0.24696356,-3.6477733,-3.2145749,-0.43859649,-3.9719298,-4.0947368,0.063492063,-3.5396825,-3.2883598,1.3676471,-3.1544118,-4.6544118,0.67647059,-1.9926471,-2.4632353,2.7864583,-4.2083333,-0.63020833,0.87407407,-3.6074074,-4,0.05625,-2.26875,-2.125,0.31674208,-3.2036199,-2.1357466,-1.6409091,-1.9136364,-2.0090909,-0.39130435,-2.9328063,-2.2450593,0.32600733,-3.5054945,-3.2857143,-1.0197628,-5.6245059,-5.2332016,0
-0.43859649,-2.2236842,-1.5789474,-0.24561404,-3.3157895,-2.995614,0.96153846,-3.6490385,-2.4326923,-1.5025641,-2.9435897,-2.225641,-0.11666667,-2.7875,-2.9541667,0.63348416,-4.1040724,-4.1176471,1.6942356,-2.8571429,-2.6015038,-0.47777778,-3.1888889,-2.7333333,-0.75897436,-3.6820513,-2.3230769,-0.29901961,-3.7573529,-2.4901961,0.36437247,-4.2307692,-2.4898785,-0.69736842,-2.8947368,-1.7938596,-3.66875,-4.1,-5.9125,-1.552381,-4.1047619,-5.3095238,-4.3360324,-2.7732794,-3.2550607,-0.079365079,-3.6634921,-2.7238095,-0.10416667,-2.650463,-2.0416667,1.2793522,-2.9716599,-3.145749,0.42727273,-3.5272727,-2.4818182,0.59504132,-4.8057851,-2.2933884,0
1.1578947,4.1654135,2.018797,6.1263736,2.5274725,0.40659341,5.2403846,3.2692308,0.57211538,5.7954545,5.3579545,1.2670455,3.3666667,5.4944444,1,2.5240385,2.9615385,1.2451923,2.8307692,3.4115385,2.2576923,4.5897436,5.3418803,2.1239316,5.0470085,4.1581197,0.81623932,3.2785714,4.6821429,2.7107143,3.7304688,1.5546875,-0.16796875,1.2186235,3.417004,-1.7327935,4.9683258,5.3846154,1.520362,5.5809524,4.1952381,0.58571429,6.0864662,1.8007519,-1.0300752,3.0986842,4,1.6973684,3.5754386,2.7859649,-2.1298246,6.1501976,3.4901186,0.86166008,5.2910053,3.8571429,2.1534392,3.2850242,4.1111111,1.1014493,0
-0.96153846,3.7346154,2.0615385,4.4895105,3.965035,1.2517483,4.4660633,4.5429864,0.80090498,3.9,4.875,0.98333333,4.6421569,4.4019608,1.0343137,6.3222222,4.4888889,0.16666667,2.9615385,4.0213675,0.35042735,5.6680162,5.388664,3.0931174,4.9157895,4.3824561,0.59649123,5.6878307,4.9153439,2.1296296,3.0808824,3.2977941,1.8419118,3.4117647,2.4705882,-2.5147059,5.1666667,3.6927083,3.6614583,8.7333333,3.962963,3.3407407,2.8375,3.05,1.11875,3.040724,3.5791855,0.53846154,2.7318182,3.2772727,-2.45,5.3557312,3.3478261,1.0237154,5.8498168,4.2490842,1.956044,5.6047431,4.1976285,2.6719368,0
0.71929825,4.2763158,1.2763158,3.4035088,4.4868421,0.65789474,2.5625,4.8461538,0.40384615,6.8358974,3.5282051,2.0461538,6.1125,4.1291667,1.1458333,5.1357466,3.8778281,0.760181,6.914787,4.6516291,2.6641604,6.1259259,5.3185185,2.5814815,5.8358974,4.0307692,0.39487179,6.0441176,4.5220588,2.8602941,5.1538462,4.2145749,1.8421053,2.6359649,3.0350877,-1.7192982,6.575,5.0875,1.7875,7.4380952,4.5047619,3,2.437247,2.5465587,-3.0121457,4.1904762,3.3206349,2.5333333,1.5439815,3.8171296,-2.6319444,5.6720648,3.1174089,1.6720648,5.1136364,4.6772727,2.5090909,5,4.5289256,1.2561983,0
-0.48245614,4.5921053,2.4495614,5.200692,2.799308,2.0484429,1.6666667,0.24269006,-1.9269006,-3.2393162,-0.05982906,-0.63247863,-1.4448529,-0.41911765,0.63235294,2.5069444,2.625,4.2361111,-0.95384615,-0.74923077,-0.75230769,2.4201681,0.66386555,-3.5406162,-1.04375,-2.925,-2.39375,-1.3518519,-0.081481481,3.6592593,3.8355263,-0.046052632,-1.8947368,1.4791667,-0.75,0.4375,8.8888889,-2.1825397,-4.2777778,0.52380952,1.6130952,1.6369048,-1.3181818,-0.020661157,0.1446281,1.4685315,0.51748252,-2.7902098,-0.38235294,-0.55042017,-0.37184874,-2.6880342,-2.2094017,-1.2884615,-1.7840237,-2.2485207,0.047337278,-6.1818182,-8.1909091,-8.8363636,0
-1.7692308,0.25565611,1.5339367,0.81025641,2.0461538,0.68205128,-1.1231884,-0.93236715,-1.2439614,-1.8676923,-0.74769231,-0.98769231,-2.2105263,-1.1677632,0.55921053,1.7625,1.7208333,1.3916667,-2.671275,-1.7695853,-1.3225806,0.79292929,1.2676768,1.0454545,-1.7941176,-2.3235294,-3.4444444,-4.9285714,-4.3744589,-3.1731602,-0.17112299,1.2299465,-1.1818182,1.1805556,-0.50992063,0.10119048,-6.2277778,-3.1777778,-3.8333333,-3.3053221,-3.1456583,-3.9607843,2.5617284,-1.7777778,-4.6234568,-1.1197917,0.83854167,0.94270833,-0.79738562,-0.99346405,-1,-0.45416667,0.65416667,0.63333333,-1.1982571,-0.12200436,-2.4444444,-0.03030303,-3.6818182,-3.6098485,0
2.7020934,-0.10305958,-0.89371981,-3.1270903,-0.27090301,-0.19732441,0.34285714,-2.552381,-1.0857143,-2.9892473,-1.9268817,-1.8387097,-1.5759804,-1.2230392,-1.1715686,0.39144737,0.098684211,0.29934211,-3.2101449,-1.531401,-1.1207729,-4.5085714,0.63142857,-0.37142857,-2.8856209,-1.5294118,-2.3431373,0.24074074,-0.25308642,-1.6399177,-4.5666667,-0.56190476,-0.23809524,-1.1393939,-0.78181818,-2.3818182,-12.392857,-2.7619048,-1.5416667,1.5064935,0.83982684,0.31168831,-1.9022222,0,-1.0622222,-0.33198381,-0.18623482,-0.5465587,1.0323887,-0.27935223,-3.4736842,-0.69230769,-3.8123077,-3.1815385,-1.8911565,3.3333333,2.1887755,1.2705314,2.9323671,1.1256039,0
-1.226087,0.24347826,-0.28115942,1.4318182,-1.2784091,-2.6306818,-2.9326923,0.16346154,-0.55769231,0.42045455,-0.8125,-1.8295455,0.33333333,-0.88205128,-2.3384615,1.2077922,0.71428571,-0.071428571,-0.2172619,-0.22916667,-2.2678571,0.33777778,-1.8044444,-2.4844444,0.97660819,0.22222222,1.3216374,-2.0196078,-1.2320261,-2.5196078,-3.4072022,-2.8587258,-0.58725762,-1.3284314,-0.53431373,-0.79901961,0.12937063,0.53846154,2.3811189,0.55416667,-0.079166667,-0.31666667,0.64705882,-0.9754902,-0.48039216,-0.125,0.31617647,-1.3529412,2.9722222,-0.35555556,-1.7666667,-1.4128788,-0.26515152,-1.1363636,-0.68666667,-0.49,-0.62666667,1.8432602,-2.2852665,-2.8087774,0
